unitid,hospital.name,year,HD2013.City.location.of.hospital,HD2013.ZIP.code,HD2013.Longitude.location.of.hospital,HD2013.Latitude.location.of.hospital,IC2013.Patients.total,IC2013.Number.of.first.time.patients.who.recieved.health.services,IC2013.Percent.of.first.time.patients.who.recieved.health.services,DRVIC2013.Percent.admitted...total,DRVIC2013.Percent.admitted...men,DRVIC2013.Percent.admitted...women,DRVIC2013.Admissions.yield...full.time,DRVIC2013.Hospital.monthly.expenses..2013.14,HD2013.State.abbreviation,DRVEF122013.12.month.full.time.equivalent.enrollment..2012.13,state.x,city.x,zipcode,rank,centile,superzip,adultpop,treatment,income,latitude,longitude
144962,Phc rikkina,2013,dange,60126-3096,12.978,5.292,2702,41,94,72,71,72,26,32920,sokoto,3364,IL,dange,144962,26,32920,0,3364,72,2702,12.978,5.292
144971,Phc kwannawa,2013,dange,61530,12.981,5.267,960,3,92,68,62,73,21,20060,sokoto,719,IL,dange,144971,21,20060,0,719,68,960,12.981,5.267
145275,MCH Dekina,2013,dekina,60201-3298,7.689,7.045,NA,NA,NA,NA,NA,NA,NA,NA,kogi,304,IL,dekina,145275,NA,NA,NA,304,NA,NA,7.689,7.045
145336,Quam Dental Clinic,2013,ijebu,60484,6.824,3.925,NA,NA,NA,NA,NA,NA,NA,NA,ogun,4230,IL,ijebu,145336,NA,NA,NA,4230,NA,NA,6.824,3.925
145372,Sauna PHC,2013,talata,62246,12.418,6.050,1723,64,81,66,64,68,24,23612,zamfara,1424,IL,talata,145372,24,23612,0,1424,66,1723,12.418,6.050
145497,Morai PHC,2013,talata,60077,12.368,6.137,428,248,27,93,81,94,86,18605,zamfara,520,IL,talata,145497,86,18605,0,520,93,428,12.368,6.137
145558,Takoki Dispensary ,2013,talata,60064-3095,12.478,6.138,NA,NA,NA,NA,NA,NA,NA,NA,zamfara,2108,IL,talata,145558,NA,NA,NA,2108,NA,NA,12.478,6.138
145600,Sado Dispensary,2013,talata,60607,12.417,6.176,14603,192,99,71,70,72,30,13410,zamfara,28312,IL,talata,145600,30,13410,0,28312,71,14603,12.417,6.176
145619,Kuka mairahu despensary,2013,talata,60532-0900,12.411,6.206,2108,0,91,69,68,71,43,25516,zamfara,5694,IL,talata,145619,43,25516,0,5694,69,2108,12.411,6.206
145628,Orphans and less privileg hospital,2013,talata,60616-3878,12.567,6.049,NA,NA,NA,NA,NA,NA,NA,NA,zamfara,626,IL,talata,145628,NA,NA,NA,626,NA,NA,12.567,6.049
145637,ELF Foundation PHC,2013,alimosho,61820-5711,6.552,3.269,33203,2048,79,62,60,65,35,14750,lagos,49108,IL,alimosho,145637,35,14750,0,49108,62,33203,6.552,3.269
145646,Okiki Hospital,2013,alimosho,61702-2900,6.611,3.297,3556,80,89,58,59,58,25,39316,lagos,2010,IL,alimosho,145646,25,39316,0,2010,58,3556,6.611,3.297
145691,Akowonjo PHC,2013,alimosho,62650-2299,6.600,3.300,2560,27,85,61,59,64,17,27800,lagos,1039,IL,alimosho,145691,17,27800,0,1039,61,2560,6.600,3.300
145725,Bodai Kaura,2013,dange,60616,12.811,5.340,2840,126,74,57,56,59,29,40117,sokoto,7356,IL,dange,145725,29,40117,0,7356,57,2840,12.811,5.340
145813,Anagboso specialist hospital and maternity,2013,owerri,61790-1000,5.507,7.033,15354,0,99,69,67,70,28,13010,imo,18862,IL,owerri,145813,28,13010,0,18862,69,15354,5.507,7.033
145886,Royal Crown PHC,2013,osogbo,60605-1229,7.756,4.563,NA,NA,NA,NA,NA,NA,NA,NA,osun,55,IL,osogbo,145886,NA,NA,NA,55,NA,NA,7.756,4.563
146241,Feyintolu Basic Health Clinic,2013,osogbo,60604,7.758,4.562,NA,NA,NA,NA,NA,NA,NA,NA,osun,1844,IL,osogbo,146241,NA,NA,NA,1844,NA,NA,7.758,4.562
146339,Oshogbo Muslim Hospital,2013,osogbo,60123-1498,7.785,4.543,737,23,88,71,70,71,36,27530,osun,1133,IL,osogbo,146339,36,27530,0,1133,71,737,7.785,4.543
146427,Adebare Specialist Hospital,2013,osogbo,61401-9999,7.757,4.528,2660,NA,NA,75,66,82,19,38952,osun,1408,IL,osogbo,146427,19,38952,0,1408,75,2660,7.757,4.528
146481,Oluguna PHC,2013,osogbo,60045-2399,7.765,4.563,3684,94,78,57,53,60,19,39842,osun,1598,IL,osogbo,146481,19,39842,0,1598,57,3684,7.765,4.563
146490,Primary Healthcare Clinic Ondo,2013,oturkpo,60045,7.352,8.058,NA,NA,NA,NA,NA,NA,NA,NA,benue,416,IL,oturkpo,146490,NA,NA,NA,416,NA,NA,7.352,8.058
146533,Primary Health Clinic Ogoli,2013,oturkpo,61832,7.366,7.893,NA,NA,NA,NA,NA,NA,NA,NA,benue,215,IL,oturkpo,146533,NA,NA,NA,215,NA,NA,7.366,7.893
146612,Primary Health Clinic Iwili,2013,oturkpo,60446-2200,7.574,8.003,5432,19,96,56,54,57,23,26780,benue,5739,IL,oturkpo,146612,23,26780,0,5739,56,5432,7.574,8.003
146621,Urhohi basic health center,2013,esan,60607-3534,6.626,6.107,37,1,82,89,NA,89,24,24875,edo,52,IL,esan,146621,24,24875,0,52,89,37,6.626,6.107
146667,Urhohi PHC,2013,esan,62656-2111,6.608,6.100,176,5,58,69,61,75,53,16050,edo,767,IL,esan,146667,53,16050,0,767,69,176,6.608,6.100
146676,Debele Dispensary,2013,monguno,62656,12.481,13.608,1101,0,90,87,88,87,37,17500,borno,1124,IL,monguno,146676,37,17500,0,1124,87,1101,12.481,13.608
146719,BASSA HEALTH CLINIC,2013,billiri,60660,9.829,11.016,14355,574,86,91,93,91,19,35573,gombe,14619,IL,billiri,146719,19,35573,0,14619,91,14355,9.829,11.016
146728,Kafi romi maternity,2013,gamawa,60615-5199,12.054,10.507,NA,NA,NA,NA,NA,NA,NA,NA,bauchi,86,IL,gamawa,146728,NA,NA,NA,86,NA,NA,12.054,10.507
146755,Wabu maternity,2013,gamawa,61201-5317,11.963,10.742,3,NA,NA,0,NA,0,NA,26612,bauchi,172,IL,gamawa,146755,NA,26612,1,172,0,3,11.963,10.742
146825,Raga dispensary,2013,gamawa,62650-2590,11.843,10.586,1027,9,98,75,72,80,16,22400,bauchi,562,IL,gamawa,146825,16,22400,0,562,75,1027,11.843,10.586
146977,Raga maternity,2013,gamawa,60615,11.843,10.590,NA,NA,NA,NA,NA,NA,NA,NA,bauchi,102,IL,gamawa,146977,NA,NA,NA,102,NA,NA,11.843,10.590
147013,Udubo dispensary,2013,gamawa,62254-1291,11.940,10.635,1617,29,93,63,59,68,38,26050,bauchi,2564,IL,gamawa,147013,38,26050,0,2564,63,1617,11.940,10.635
147031,Udubo maternity,2013,gamawa,60605,11.943,10.630,NA,NA,NA,NA,NA,NA,NA,NA,bauchi,79,IL,gamawa,147031,NA,NA,NA,79,NA,NA,11.943,10.630
147129,Gatattara dispensary,2013,gamawa,61603,12.232,10.441,44,0,93,86,67,88,37,17030,bauchi,619,IL,gamawa,147129,37,17030,0,619,86,44,12.232,10.441
147244,Adabda dispensary,2013,bauchi,62522-2084,12.233,10.355,3906,27,96,55,53,57,21,28644,bauchi,2419,IL,bauchi,147244,21,28644,0,2419,55,3906,12.233,10.355
147341,"Maria-Moses Hospital, Agbamere",2013,nsukka,61462-1998,6.823,7.454,2973,5,95,64,61,67,21,31500,enugu,1252,IL,nsukka,147341,21,31500,0,1252,64,2973,6.823,7.454
147369,Kubdiya dispensary,2013,gamawa,60610-3284,12.282,10.385,1024,NA,NA,69,70,67,60,11356,bauchi,3149,IL,gamawa,147369,60,11356,0,3149,69,1024,12.282,10.385
147536,Kubdiya maternity,2013,gamawa,60603,12.281,10.385,84,NA,NA,99,96,100,20,15915,bauchi,4093,IL,gamawa,147536,20,15915,0,4093,99,84,12.281,10.385
147590,Maina Baba Dispensary,2013,bayo,60148-4583,10.341,11.580,NA,NA,NA,NA,NA,NA,NA,NA,borno,1149,IL,bayo,147590,NA,NA,NA,1149,NA,NA,10.341,11.580
147660,Kore dispensary,2013,gamawa,60540,12.278,10.377,4082,33,96,64,62,65,20,32613,bauchi,2860,IL,gamawa,147660,20,32613,0,2860,64,4082,12.278,10.377
147679,Ali Omeiza hospital lokoja,2013,lokoja,60625-4895,7.810,6.747,3961,71,86,52,47,56,18,23350,kogi,2622,IL,lokoja,147679,18,23350,0,2622,52,3961,7.810,6.747
147697,Health post Nkarasi 1,2013,river,60148-5698,6.287,8.652,NA,NA,NA,NA,NA,NA,NA,NA,cross_river,92,IL,river,147697,NA,NA,NA,92,NA,NA,6.287,8.652
147703,PHC kobi,2013,municipal,60115-2828,8.999,7.524,25914,77,96,56,57,56,18,12976,fct,18539,IL,municipal,147703,18,12976,0,18539,56,25914,8.999,7.524
147767,Health post etikpe,2013,river,60208,6.343,8.660,32060,1298,60,15,16,15,41,45527,cross_river,19038,IL,river,147767,41,45527,0,19038,15,32060,6.343,8.660
147776,Primary Health Care Centre Okuokoko,2013,okpe,60625-4699,5.580,5.832,5350,0,95,60,57,62,24,8460,delta,8004,IL,okpe,147776,24,8460,0,8004,60,5350,5.580,5.832
147828,PHC Rafin Zurfi,2013,gwagwalada,60914-2271,9.025,7.062,3719,0,96,82,81,83,25,29890,fct,4731,IL,gwagwalada,147828,25,29890,0,4731,82,3719,9.025,7.062
148131,PHC Ibwa 2,2013,gwagwalada,62301-2699,9.059,7.064,1078,9,97,89,88,89,29,25834,fct,1520,IL,gwagwalada,148131,29,25834,0,1520,89,1078,9.059,7.064
148335,Health post ,2013,river,60605,6.119,8.697,4080,NA,NA,21,23,19,84,22800,cross_river,3975,IL,river,148335,84,22800,0,3975,21,4080,6.119,8.697
148405,Health post Assenasen,2013,river,61108-2311,5.963,8.708,1074,6,92,41,41,41,24,26710,cross_river,1182,IL,river,148405,24,26710,0,1182,41,1074,5.963,8.708
148487,Umuegwu Okpuala Health Centre,2013,,60605-1394,5.593,7.462,3370,57,87,79,81,78,16,26500,Abia,4790,IL,,148487,16,26500,0,4790,79,3370,5.593,7.462
148496,"Imo Nursing Home, Adeje",2013,okpe,60305,5.692,5.761,3502,16,99,60,58,61,24,28810,delta,2971,IL,okpe,148496,24,28810,0,2971,60,3502,5.692,5.761
148511,LAWISHI DAJI CLINIC,2013,billiri,60612,9.978,11.241,NA,NA,NA,NA,NA,NA,NA,NA,gombe,1974,IL,billiri,148511,NA,NA,NA,1974,NA,NA,9.978,11.241
148575,LASHIGA PHC,2013,billiri,61603-3783,9.874,11.225,NA,NA,NA,NA,NA,NA,NA,NA,gombe,472,IL,billiri,148575,NA,NA,NA,472,NA,NA,9.874,11.225
148584,Amator Health Centre,2013,,60435-6188,5.542,7.469,1706,9,96,51,50,52,27,27970,Abia,2454,IL,,148584,27,27970,0,2454,51,1706,5.542,7.469
148593,POKULJI MATERNITY,2013,billiri,62702,9.862,11.177,NA,NA,NA,NA,NA,NA,NA,NA,gombe,115,IL,billiri,148593,NA,NA,NA,115,NA,NA,9.862,11.177
148627,LAKARAI HEALTH CLINIC,2013,billiri,60655,9.840,11.192,10513,22,99,51,48,52,11,28970,gombe,3576,IL,billiri,148627,11,28970,0,3576,51,10513,9.840,11.192
148654,Okpu Isingwu Health Centre,2013,,62703-5407,5.547,7.464,1469,8,97,60,58,61,36,9178,Abia,3748,IL,,148654,36,9178,0,3748,60,1469,5.547,7.464
148849,Isiama Health Centre,2013,,60616,5.517,7.486,28,NA,NA,29,31,27,100,31527,Abia,109,IL,,148849,100,31527,0,109,29,28,5.517,7.486
148876,Umukabia Health Centre,2013,,60640-3593,5.606,7.460,NA,NA,NA,NA,NA,NA,NA,9120,Abia,1176,IL,,148876,NA,9120,NA,1176,NA,NA,5.606,7.460
148885,Ekeokwuru Health Centre,2013,,60060-1174,5.607,7.465,NA,NA,NA,NA,NA,NA,NA,NA,Abia,71,IL,,148885,NA,NA,NA,71,NA,NA,5.607,7.465
148982,"Albarka Clinic, Wawa",2013,borgu,60605,9.909,4.412,NA,NA,NA,NA,NA,NA,NA,NA,niger,109,IL,borgu,148982,NA,NA,NA,109,NA,NA,9.909,4.412
149028,"Hope Clinic and Maternity,Gbere",2013,borgu,61108-2468,9.911,4.406,NA,NA,NA,NA,NA,NA,NA,NA,niger,228,IL,borgu,149028,NA,NA,NA,228,NA,NA,9.911,4.406
149222,Our Lady of Fatima Hospital Nkwo Nike Amorji,2013,enugu,62901-4512,6.514,7.517,11634,163,94,79,81,78,28,12093,enugu,16217,IL,enugu,149222,28,12093,0,16217,79,11634,6.514,7.517
149231,Anala primary health care,2013,oshimili,62026-1259,6.097,6.710,7646,39,98,84,86,83,30,9666,delta,12455,IL,oshimili,149231,30,9666,0,12455,84,7646,6.097,6.710
149329,Egbo orogun phc,2013,ughelli,60625,5.703,6.127,18,NA,NA,100,100,NA,100,12000,delta,70,IL,ughelli,149329,100,12000,0,70,100,18,5.703,6.127
149505,General hospital Akwukwu igbo,2013,oshimili,60463-0929,6.359,6.593,583,13,94,90,89,91,39,24435,delta,1199,IL,oshimili,149505,39,24435,0,1199,90,583,6.359,6.593
149514,Ofeme Health Centre,2013,,60015-1283,5.660,7.433,446,44,83,94,91,96,44,26830,Abia,1633,IL,,149514,44,26830,0,1633,94,446,5.660,7.433
149639,Dowaya healthpost sabon pegi,2013,,60616-3731,9.435,11.995,123,1,93,37,32,44,33,24890,Adamawa,310,IL,,149639,33,24890,0,310,37,123,9.435,11.995
149763,Ogedi Hospital,2013,ehime,60622,5.680,7.322,NA,NA,NA,NA,NA,NA,NA,NA,imo,418,IL,ehime,149763,NA,NA,NA,418,NA,NA,5.680,7.322
149772,Ovara unukpo phc,2013,ughelli,61455,5.668,6.091,10554,0,98,59,59,59,26,11767,delta,10755,IL,ughelli,149772,26,11767,0,10755,59,10554,5.668,6.091
149781,Afikpo Medical Centre,2013,afikpo,60187-5593,5.886,7.936,1959,348,62,69,76,63,44,30880,ebonyi,3045,IL,afikpo,149781,44,30880,0,3045,69,1959,5.886,7.936
150066,Orogun general hospital,2013,ughelli,46012-3495,5.637,6.153,2734,322,62,55,54,57,29,26280,delta,2378,IN,ughelli,150066,29,26280,0,2378,55,2734,5.637,6.153
150136,Yarkasuwa Dislensary,2013,gwarzo,47306,11.917,7.935,17118,2105,41,61,57,63,35,9160,kano,20276,IN,gwarzo,150136,35,9160,0,20276,61,17118,11.917,7.935
150145,Akwuebulu phc,2013,oshimili,46545-5591,6.180,6.752,1242,174,59,72,73,71,28,24970,delta,1719,IN,oshimili,150145,28,24970,0,1719,72,1242,6.180,6.752
150163,Devine clinic/maternity,2013,ushongo,46208,7.217,8.981,9357,564,79,66,62,69,16,34368,benue,4619,IN,ushongo,150163,16,34368,0,4619,66,9357,7.217,8.981
150172,Wajir health clinic,2013,ushongo,46394,7.103,8.937,545,88,26,40,47,33,67,15620,benue,712,IN,ushongo,150172,67,15620,0,712,40,545,7.103,8.937
150215,Atimenya health clinic,2013,ushongo,46208-3301,7.093,8.870,NA,NA,NA,NA,NA,NA,NA,NA,benue,150,IN,ushongo,150215,NA,NA,NA,150,NA,NA,7.093,8.870
150288,Dan Abia specialist clinic,2013,ibom,46825-4996,5.044,7.894,NA,NA,NA,NA,NA,NA,NA,NA,Akwa_ibom,250,IN,ibom,150288,NA,NA,NA,250,NA,NA,5.044,7.894
150400,Basic Health Centre Amorokeni,2013,ogbia,46135-1772,4.771,6.422,5086,257,65,61,58,65,21,40640,bayelsa,2360,IN,ogbia,150400,21,40640,0,2360,61,5086,4.771,6.422
150455,Primary Health Care Centre Oruma (Yiba-ama),2013,ogbia,47374-4095,4.920,6.417,1890,100,30,64,59,68,21,41450,bayelsa,1158,IN,ogbia,150455,21,41450,0,1158,64,1890,4.920,6.417
150534,Doose Dispensary,2013,ushongo,47722,7.068,8.922,2935,321,65,84,83,85,22,30596,benue,2799,IN,ushongo,150534,22,30596,0,2799,84,2935,7.068,8.922
150604,Otor ogor,2013,ughelli,46131-2623,5.435,6.014,2221,260,52,60,56,65,22,27695,delta,1061,IN,ughelli,150604,22,27695,0,1061,60,2221,5.435,6.014
150668,Healing - Streams Clinic & Maternity,2013,warri,46526-4794,5.523,5.761,770,113,38,55,58,53,39,28500,delta,910,IN,warri,150668,39,28500,0,910,55,770,5.523,5.761
150677,Mbachivin Health Clinic,2013,ushongo,46590-1274,7.053,8.872,3450,236,54,79,78,79,13,23970,benue,1707,IN,ushongo,150677,13,23970,0,1707,79,3450,7.053,8.872
150756,Gidan Ango Dispenary,2013,gusau,47243,11.976,6.614,3174,178,44,67,63,70,16,31760,zamfara,1131,IN,gusau,150756,16,31760,0,1131,67,3174,11.976,6.614
150774,Abarma Clinic,2013,gusau,46556-0308,12.191,6.625,715,71,50,72,70,76,30,25450,zamfara,441,IN,gusau,150774,30,25450,0,441,72,715,12.191,6.625
150941,Bemdoo clinic/maternity,2013,ushongo,46750,7.124,9.000,784,155,64,97,97,98,29,24040,benue,1158,IN,ushongo,150941,29,24040,0,1158,97,784,7.124,9.000
151102,Gabiyu Clinic,2013,gusau,46805-1499,12.197,6.636,3702,1441,36,83,84,83,51,7013,zamfara,10126,IN,gusau,151102,51,7013,0,10126,83,3702,12.197,6.636
151111,Takama Janyau Clinic,2013,gusau,46202-5143,12.197,6.648,12230,3174,41,70,66,72,41,8756,zamfara,27127,IN,gusau,151111,41,8756,0,27127,70,12230,12.197,6.648
151263,Kofar Mani Clinic,2013,gusau,46227-3697,12.165,6.657,5313,654,53,84,85,84,18,24660,zamfara,5067,IN,gusau,151263,18,24660,0,5067,84,5313,12.165,6.657
151290,Tungat Mudi Comm. Dispensary,2013,kaura,46803-1228,12.490,6.510,2324,199,57,72,73,72,21,24860,zamfara,4320,IN,kaura,151290,21,24860,0,4320,72,2324,12.490,6.510
151306,St. Gertrude maternity home,2013,enugu,47712,6.397,7.506,6204,1106,50,69,71,69,39,6698,enugu,9532,IN,enugu,151306,39,6698,0,9532,69,6204,6.397,7.506
151324,Marken hospital and maternity,2013,enugu,47809,6.393,7.507,11019,1962,41,83,79,86,29,8256,enugu,10982,IN,enugu,151324,29,8256,0,10982,83,11019,6.393,7.507
151333,Eruemukowharien phc,2013,ughelli,46904-9003,5.526,5.938,1066,430,20,74,75,73,59,6675,delta,2500,IN,ughelli,151333,59,6675,0,2500,74,1066,5.526,5.938
151342,Teke Dispensary,2013,sabon,46634-7111,13.368,6.279,2456,762,16,70,69,71,49,6816,sokoto,5563,IN,sabon,151342,49,6816,0,5563,70,2456,13.368,6.279
151351,Phc langa,2013,sanga,47405-7000,9.234,8.344,37826,5475,64,72,72,72,28,10209,kaduna,40366,IN,sanga,151351,28,10209,0,40366,72,37826,9.234,8.344
151360,Kpogirikpo Health Centre,2013,afikpo,46408-1197,5.827,7.927,1773,563,39,76,77,76,51,6739,ebonyi,4390,IN,afikpo,151360,51,6739,0,4390,76,1773,5.827,7.927
151379,Zaman clinic,2013,maiduguri,47150,11.854,13.145,2097,660,48,79,79,79,55,6700,borno,5050,IN,maiduguri,151379,55,6700,0,5050,79,2097,11.854,13.145
151388,DanÃ¢Â€Â˜s Medical Centre,2013,kosofe,47374-1289,6.605,3.392,1219,269,46,54,50,57,59,6639,lagos,2867,IN,kosofe,151388,59,6639,0,2867,54,1219,6.605,3.392
151777,Profile Clinic & Maternity Home,2013,kosofe,46962,6.596,3.386,2195,306,49,71,68,75,23,27920,lagos,1419,IN,kosofe,151777,23,27920,0,1419,71,2195,6.596,3.386
151786,Neolife Clinic,2013,kosofe,46222-1997,6.608,3.425,2064,268,60,58,56,59,28,28400,lagos,2476,IN,kosofe,151786,28,28400,0,2476,58,2064,6.608,3.425
151801,Oke-Iro PHC,2013,ilesha,46953-4974,7.620,4.737,3441,451,69,95,94,96,43,23628,osun,13681,IN,ilesha,151801,43,23628,0,13681,95,3441,7.620,4.737
151810,Ijoka PHC,2013,ilesha,46218-0567,7.629,4.746,NA,NA,NA,NA,NA,NA,NA,11960,osun,437,IN,ilesha,151810,NA,11960,NA,437,NA,NA,7.629,4.746
151865,Ilemo Maternity Centre,2013,ilesha,46517-1999,7.627,4.746,NA,NA,NA,NA,NA,NA,NA,NA,osun,65,IN,ilesha,151865,NA,NA,NA,65,NA,NA,7.627,4.746
151962,Igbaye PHC,2013,ilesha,47130,7.629,4.750,NA,NA,NA,NA,NA,NA,NA,10550,osun,334,IN,ilesha,151962,NA,10550,NA,334,NA,NA,7.629,4.750
152080,Alpha Medical Centre,2013,ilesha,46556,7.623,4.785,17647,913,56,22,23,22,53,44605,osun,12762,IN,ilesha,152080,53,44605,0,12762,22,17647,7.623,4.785
152099,Abiola Avenue PHC,2013,ilesha,47660-1099,7.631,4.759,652,60,48,73,69,76,22,19200,osun,1390,IN,ilesha,152099,22,19200,0,1390,73,652,7.631,4.759
152248,Enohia-itim Health Centre,2013,afikpo,46323-2094,5.832,7.925,2591,561,91,61,64,58,50,6624,ebonyi,7343,IN,afikpo,152248,50,6624,0,7343,61,2591,5.832,7.925
152266,Anaye Maternity Centre,2013,ilesha,46391-9542,7.624,4.751,1639,456,24,72,72,73,52,7186,osun,3682,IN,ilesha,152266,52,7186,0,3682,72,1639,7.624,4.751
152318,Euna hospital and maternity,2013,,47803-3920,5.120,7.353,5046,377,69,56,54,62,20,42654,Abia,2123,IN,,152318,20,42654,0,2123,56,5046,5.120,7.353
152336,Delta hospital,2013,,46808-3994,5.118,7.351,1908,299,52,54,50,56,38,25180,Abia,2075,IN,,152336,38,25180,0,2075,54,1908,5.118,7.351
152363,Hossana Specialist Hospital,2013,yewa,47978-0722,6.887,3.005,1639,132,52,64,65,63,26,27350,ogun,1149,IN,yewa,152363,26,27350,0,1149,64,1639,6.887,3.005
152381,Akinolu Faith Clinic & Maternity Home,2013,yewa,47876-1099,6.898,3.003,325,44,31,98,NA,98,19,27672,ogun,738,IN,yewa,152381,19,27672,0,738,98,325,6.898,3.003
152390,Angeled Clinic,2013,,46556,5.124,7.355,1529,196,77,86,NA,86,33,34600,Abia,1539,IN,,152390,33,34600,0,1539,86,1529,5.124,7.355
152451,Oji clinic,2013,,47577,5.128,7.357,NA,NA,NA,NA,NA,NA,NA,NA,Abia,222,IN,,152451,NA,NA,NA,222,NA,NA,5.128,7.357
152530,Princess Mary Hospital,2013,,46989-1001,5.124,7.394,1637,186,59,88,86,89,32,28753,Abia,2272,IN,,152530,32,28753,0,2272,88,1637,5.124,7.394
152567,General hoapital onitsha,2013,onitsha,46703-1764,6.155,6.791,2867,168,60,72,73,68,21,28850,anambra,1716,IN,onitsha,152567,21,28850,0,1716,72,2867,6.155,6.791
152600,Peenok medical centre,2013,enugu,46383,6.435,7.494,6124,362,73,80,80,79,18,33480,enugu,4181,IN,enugu,152600,18,33480,0,4181,80,6124,6.435,7.494
152637,Bar Dispensary,2013,tafawa,47591,9.905,9.694,NA,NA,NA,NA,NA,NA,NA,5019,bauchi,9876,IN,tafawa,152637,NA,5019,NA,9876,NA,NA,9.905,9.694
152673,Joe-Jane Hospital,2013,akure,47933-0352,7.270,5.205,NA,NA,NA,NA,NA,NA,NA,35650,ondo,911,IN,akure,152673,NA,35650,NA,911,NA,NA,7.270,5.205
152798,MCH Jambil,2013,tafawa,50703-1999,9.950,9.755,4,0,100,50,NA,50,50,18829,bauchi,474,IA,tafawa,152798,50,18829,0,474,50,4,9.950,9.755
152822,Comprehensive health centre,2013,akure,50321-1799,7.268,5.195,424,NA,NA,69,67,71,60,14913,ondo,1121,IA,akure,152822,60,14913,0,1121,69,424,7.268,5.195
152992,PHC,2013,ibom,51104,5.230,7.852,NA,NA,NA,NA,NA,NA,NA,26650,Akwa_ibom,1018,IA,ibom,152992,NA,26650,NA,1018,NA,NA,5.230,7.852
153001,Michael lmodu phc,2013,owan,50588,6.906,5.937,1409,7,97,70,70,69,27,29448,edo,2522,IA,owan,153001,27,29448,0,2522,70,1409,6.906,5.937
153108,Ashaka gari maternity,2013,funakaye,50219,10.886,11.511,2842,13,97,66,65,66,17,30700,gombe,1512,IA,funakaye,153108,17,30700,0,1512,66,2842,10.886,11.511
153126,Abiosi phc,2013,owan,52001-3198,6.962,5.914,1250,11,96,78,75,79,19,28000,edo,1097,IA,owan,153126,19,28000,0,1097,78,1250,6.962,5.914
153144,Oah phc,2013,owan,52402-5092,7.039,5.893,2972,36,94,62,60,63,21,35730,edo,1504,IA,owan,153144,21,35730,0,1504,62,2972,7.039,5.893
153162,O.c(nursing)clinic& maternity,2013,owan,52314-1098,6.992,5.903,2204,83,83,64,64,64,18,36430,edo,1276,IA,owan,153162,18,36430,0,1276,64,2204,6.992,5.903
153241,PHC,2013,ibom,52045,5.203,7.969,17,NA,NA,100,100,100,65,12100,Akwa_ibom,99,IA,ibom,153241,65,12100,0,99,100,17,5.203,7.969
153250,Sangaru maternity clinic,2013,funakaye,51250-1697,10.849,11.444,1355,78,88,75,75,75,37,26540,gombe,1454,IA,funakaye,153250,37,26540,0,1454,75,1355,10.849,11.444
153269,MDG Ndiulo Ekwashi Ishingbo,2013,ohaukwu,50311-4505,6.479,7.952,5930,84,96,66,64,67,22,30889,ebonyi,4583,IA,ohaukwu,153269,22,30889,0,4583,66,5930,6.479,7.952
153278,Jillahi maternity clinic,2013,funakaye,52001,10.772,11.400,1457,68,87,77,77,79,40,25520,gombe,1864,IA,funakaye,153278,40,25520,0,1864,77,1457,10.772,11.400
153302,Kubodu Bisa Dispensary,2013,silame,52001-3096,13.045,4.983,NA,NA,NA,NA,NA,NA,NA,15390,sokoto,205,IA,silame,153302,NA,15390,NA,205,NA,NA,13.045,4.983
153320,Male Dispensary,2013,silame,50023-2152,13.109,4.827,127,7,85,67,63,69,72,15546,sokoto,291,IA,silame,153320,72,15546,0,291,67,127,13.109,4.827
153366,Gaukai Dispensary,2013,silame,50140,13.094,4.757,1981,79,75,50,50,50,33,23530,sokoto,1857,IA,silame,153366,33,23530,0,1857,50,1981,13.094,4.757
153375,PHC Gande,2013,silame,50316,13.079,4.833,807,25,94,95,96,95,39,22628,sokoto,1960,IA,silame,153375,39,22628,0,1960,95,807,13.079,4.833
153384,Chofal Dispensary,2013,silame,50112-1690,13.099,4.778,3979,208,51,35,34,36,30,43656,sokoto,1635,IA,silame,153384,30,43656,0,1635,35,3979,13.099,4.778
153603,MATERNITY,2013,yamaltu,50011-2030,10.280,11.232,16539,441,93,83,81,84,39,7726,gombe,29250,IA,yamaltu,153603,39,7726,0,29250,83,16539,10.280,11.232
153621,HC,2013,yamaltu,52641,10.172,11.499,1319,6,95,60,61,59,13,25550,gombe,595,IA,yamaltu,153621,13,25550,0,595,60,1319,10.172,11.499
153658,HC,2013,yamaltu,52242-1316,10.216,11.390,21642,468,86,80,77,83,25,8061,gombe,28143,IA,yamaltu,153658,25,8061,0,28143,80,21642,10.216,11.390
153825,HC,2013,yamaltu,52004-0178,10.272,11.343,1873,8,98,69,66,72,32,28852,gombe,1558,IA,yamaltu,153825,32,28852,0,1558,69,1873,10.272,11.343
153834,Omo Anikilaya Clinic and X-Ray Centre,2013,ijebu,52101-1045,6.820,3.928,3490,68,91,72,67,77,25,37530,ogun,2700,IA,ijebu,153834,25,37530,0,2700,72,3490,6.820,3.928
153861,St Theresa Cath. Hospital,2013,irele,52557,6.490,4.864,74,NA,NA,42,46,38,58,26430,ondo,1169,IA,irele,153861,58,26430,0,1169,42,74,6.490,4.864
153977,BHC,2013,irele,50309-1239,6.481,4.889,107,NA,NA,79,63,82,38,15040,ondo,804,IA,irele,153977,38,15040,0,804,79,107,6.481,4.889
154004,"Oba S.K Adetona Health Centre,Oke Aje",2013,ijebu,51106-1751,6.817,3.931,3721,0,100,53,54,53,18,25990,ogun,1755,IA,ijebu,154004,18,25990,0,1755,53,3721,6.817,3.931
